ID,Year_Birth,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Age,Family_size,Total_Spend,Total_Purchases
7235,1975,2,17003,1,0,37,2,5,12,4,8,7,3,2,0,4,5,50,3,38,9
2281,1970,3,33697,1,0,34,4,3,7,0,3,11,1,1,0,2,7,55,2,28,4
10470,1979,2,40662,1,0,0,40,2,23,0,4,23,2,2,1,3,4,46,3,92,8
6488,1959,2,38829,0,1,86,76,0,7,0,0,16,1,3,2,2,5,66,3,99,8
10270,1981,2,35523,1,0,8,11,5,22,12,5,11,2,3,0,3,7,44,3,66,8
7573,1978,3,31626,1,0,12,39,1,9,2,1,34,1,2,1,2,7,47,2,86,6
221,1955,2,48726,0,1,90,138,3,38,4,0,59,3,3,2,4,6,70,3,242,12
20,1965,2,46891,0,1,91,43,12,23,29,15,61,1,2,1,4,4,60,3,183,8
2371,1972,2,33622,1,1,22,39,1,22,3,4,12,3,2,0,4,7,53,4,81,9
6825,1953,4,41452,1,1,86,13,0,3,0,0,0,1,1,0,2,7,72,4,16,4
1072,1965,3,40760,0,1,64,70,0,17,0,0,6,2,2,1,3,6,60,2,93,8
2461,1955,3,51124,1,1,79,26,1,11,0,1,4,2,1,0,3,3,70,3,43,6
10839,1976,4,36283,1,1,42,6,5,5,8,0,5,2,1,0,3,4,49,4,29,6
49,1970,3,20587,1,0,39,2,3,6,4,1,9,1,1,1,2,7,55,2,25,5
4290,1972,2,30467,1,0,8,1,3,8,2,5,5,1,1,0,2,7,53,3,24,4
10219,1972,4,31590,1,0,40,6,2,15,6,6,3,1,1,0,3,8,53,3,38,5
4211,1986,2,20425,1,0,5,4,12,5,3,16,17,2,2,0,3,7,39,3,57,7
1135,1960,4,17144,1,1,96,18,2,19,0,2,6,5,3,0,4,7,65,4,47,12
3479,1950,3,16813,0,0,49,4,8,11,12,2,13,1,2,0,3,7,75,1,50,6
4442,1961,3,46524,0,1,70,31,19,35,26,14,52,2,1,1,5,3,64,2,177,9
8523,1968,2,19329,1,0,39,24,1,16,12,2,5,3,4,0,3,8,57,3,60,10
8629,1956,5,46984,1,1,71,19,1,10,2,1,8,1,1,0,3,5,69,3,41,5
236,1951,2,34838,1,1,62,28,23,29,29,14,47,3,2,1,4,6,74,4,170,10
7326,1971,2,56850,0,1,83,34,1,19,2,7,0,1,1,1,3,2,54,3,63,6
2964,1981,2,26872,0,0,0,3,10,8,3,16,32,1,1,1,2,6,44,2,72,5
5585,1972,3,21359,1,0,1,12,2,17,6,1,10,2,2,0,3,8,53,2,48,7
2986,1976,2,30772,1,1,89,7,2,4,2,1,4,1,1,0,2,6,49,4,20,4
7034,1978,2,25804,1,0,34,8,7,9,13,6,12,2,2,0,3,8,47,3,55,7
1143,1972,2,22063,1,0,43,7,10,13,3,11,11,2,2,0,3,7,53,3,55,7
3855,1963,2,22419,0,0,74,30,3,47,19,21,42,1,3,2,2,8,62,2,162,8
6768,1962,1,37859,1,2,75,22,1,8,2,1,2,2,1,0,3,8,63,4,36,6
6646,1984,4,16529,1,0,23,3,0,5,13,0,1,1,1,0,3,6,41,3,22,5
4887,1976,1,55412,1,1,65,10,5,28,11,1,8,1,2,0,3,5,49,3,63,6
11003,1980,4,25130,1,0,10,2,5,7,0,18,18,2,2,0,3,7,45,3,50,7
10402,1967,2,35441,1,1,94,25,1,9,2,1,1,2,1,0,3,8,58,4,39,6
10856,1980,3,45889,0,1,42,31,0,6,0,1,8,1,1,0,3,6,45,2,46,5
4186,1950,4,34026,1,1,11,18,6,15,12,8,17,3,2,1,3,5,75,4,76,9
3312,1988,3,34176,1,0,12,5,7,24,19,14,20,4,3,0,4,6,37,2,89,11
11121,1981,2,19419,1,0,76,2,14,28,16,3,7,4,4,0,3,9,44,3,70,11
2895,1963,3,49980,0,1,79,104,1,54,13,9,14,2,3,1,5,5,62,2,195,11
10262,1980,2,15072,2,0,96,8,2,15,0,10,18,4,3,1,3,5,45,4,53,11
7186,1966,4,30843,1,1,43,24,0,2,0,0,9,2,1,1,2,5,59,4,35,6
4877,1973,2,38576,0,1,2,34,0,7,0,0,0,1,1,0,3,7,52,3,41,5
3007,1966,4,37758,1,1,49,27,2,10,0,0,1,2,1,0,3,8,59,4,40,6
4297,1969,4,23228,1,0,71,13,2,18,6,1,0,2,2,0,3,8,56,3,40,7
9553,1987,2,7500,0,0,94,0,2,3,4,1,5,1,0,0,3,6,38,2,15,4
4259,1986,3,19485,2,0,80,6,0,4,0,0,0,1,1,0,2,7,39,3,10,4
2447,1979,4,30545,1,0,71,4,12,15,19,7,12,2,2,0,3,7,46,3,69,7
3623,1976,4,21675,1,0,55,4,0,16,17,4,4,3,4,0,3,7,49,3,45,10
738,1981,3,42395,1,1,35,48,13,57,24,15,25,4,3,1,4,7,44,3,182,12
10602,1983,2,39922,1,0,30,29,12,59,19,1,36,2,3,0,4,8,42,3,156,9
3270,1978,4,17117,1,0,96,12,23,38,30,18,7,4,3,1,3,9,47,3,128,11
8443,1972,3,24762,1,0,16,6,10,12,3,15,40,3,3,1,2,8,53,2,86,9
9653,1975,2,35797,0,1,16,27,1,14,4,1,21,2,2,0,3,8,50,3,68,7
8916,1975,1,36627,2,0,78,9,1,5,0,0,1,1,0,0,3,5,50,3,16,4
8017,1981,2,51111,1,1,83,22,0,19,6,5,3,2,2,0,3,6,44,4,55,7
8086,1959,2,42243,1,1,34,48,0,2,0,0,5,2,2,0,3,7,66,4,55,7
1928,1973,2,31814,1,0,73,35,3,20,4,1,20,2,2,0,3,9,52,3,83,7
9960,1991,3,26868,1,0,52,0,0,1,8,3,2,1,1,0,2,7,34,2,14,4
905,1986,1,21846,1,0,38,7,17,18,6,10,26,4,4,0,3,8,39,2,84,11
8945,1970,1,54137,0,1,46,171,0,11,0,1,20,2,4,1,4,6,55,2,203,11
1968,1971,5,45684,1,0,37,5,1,5,10,0,7,1,1,0,2,7,54,2,28,4
6534,1974,4,47889,1,0,94,29,0,29,0,5,4,1,2,0,3,5,51,3,67,6
1048,1972,2,35641,1,0,11,63,3,67,8,9,28,2,3,1,4,7,53,3,178,10
9972,1955,4,46015,1,1,25,38,0,2,0,0,6,1,1,0,3,7,70,4,46,5
4487,1969,3,39858,1,0,67,15,20,25,2,7,26,1,2,0,4,6,56,2,95,7
4988,1948,2,34469,1,1,58,19,6,20,0,5,12,3,1,1,4,4,77,4,62,9
538,1989,3,46107,1,0,78,31,9,27,16,9,33,1,1,1,4,3,36,2,125,7
5692,1989,2,25443,1,0,82,1,4,3,8,9,7,1,1,0,3,8,36,3,32,5
6383,1971,4,32892,1,0,78,26,0,15,2,1,2,2,3,0,3,8,54,3,46,8
8700,1986,3,14906,0,0,86,7,7,14,7,16,15,3,2,1,3,7,39,1,66,9
6515,1977,4,39771,1,0,92,6,2,18,2,8,14,1,2,0,3,4,48,3,50,6
7574,1979,4,27922,1,0,80,11,0,13,2,4,11,1,2,0,3,4,46,3,41,6
6387,1976,4,52190,1,1,39,42,0,17,0,0,18,3,2,1,3,5,49,4,77,9
5320,1973,1,44051,1,1,20,79,7,58,6,3,18,4,3,1,4,6,52,3,171,12
5048,1971,3,42767,2,0,53,20,6,43,19,5,38,1,3,1,2,8,54,3,131,7
8146,1976,4,46106,1,1,84,30,0,8,2,0,14,1,1,1,2,6,49,4,54,5
10031,1976,2,16927,1,1,50,20,2,23,3,1,4,5,3,0,4,8,49,4,53,12
1523,1973,2,59041,1,1,25,69,2,15,2,2,6,2,2,0,4,5,52,4,96,8
3547,1969,4,41021,1,0,12,14,7,9,6,16,12,2,2,0,3,6,56,3,64,7
2456,1975,2,40233,0,1,84,80,4,46,0,17,2,5,2,1,5,6,50,3,149,13
7011,1973,2,33471,1,0,47,43,2,27,0,9,12,3,3,0,4,7,52,3,93,10
2620,1974,2,34596,1,0,48,14,0,2,0,0,7,1,1,0,2,8,51,3,23,4
10995,1988,2,15716,1,0,8,16,5,30,8,7,26,3,3,0,4,8,37,3,92,10
3308,1952,2,35704,1,1,54,30,9,12,2,11,30,3,2,0,4,4,73,4,94,9
2166,1960,5,46779,1,1,55,12,1,3,0,0,7,1,0,1,2,4,65,3,23,4
6634,1979,1,33462,1,0,78,22,3,18,0,0,11,1,2,0,3,7,46,2,54,6
453,1956,5,35340,1,1,1,27,0,12,0,1,5,2,2,0,3,5,69,3,45,7
9850,1972,2,24884,1,0,32,3,6,7,0,0,3,1,0,0,3,7,53,3,19,4
1640,1954,1,64587,1,1,49,66,0,16,0,6,20,2,1,1,4,3,71,3,108,8
5184,1995,3,34824,0,0,65,4,2,11,2,0,4,1,1,0,2,6,30,1,23,4
11188,1957,4,26091,1,1,84,15,10,19,8,17,20,3,2,1,3,5,68,4,89,9
5527,1987,4,22434,1,0,25,4,12,11,3,13,15,2,2,0,3,8,38,3,58,7
8975,1968,2,19514,1,1,47,14,3,21,2,1,28,4,3,1,2,8,57,4,69,10
6119,1963,3,36736,1,1,52,10,0,3,0,0,4,1,1,0,2,6,62,3,17,4
5723,1976,4,49187,0,1,63,81,1,31,2,1,0,1,1,1,5,2,49,3,116,8
1970,1968,4,34053,0,1,14,63,0,21,7,0,12,1,3,0,3,8,57,3,103,7
5313,1971,2,38196,1,1,20,30,0,11,0,0,3,3,2,0,4,5,54,4,44,9
3158,1973,2,32300,1,0,1,13,3,6,6,5,6,1,1,0,3,8,52,3,39,5
4436,1976,3,20180,0,0,27,18,42,24,15,20,18,1,2,1,4,7,49,1,137,8
5287,1973,2,34961,1,0,77,45,2,26,4,1,1,3,3,1,3,7,52,3,79,10
2445,1974,4,28440,1,0,87,38,1,24,0,0,0,1,2,0,3,8,51,3,63,6
4550,1966,4,33564,0,1,51,61,0,3,0,0,7,1,1,1,3,5,59,3,71,6
4240,1978,2,17345,1,0,79,4,9,16,17,0,12,2,2,1,2,8,47,3,58,7
3706,1978,3,28647,1,0,54,19,8,29,0,12,26,1,2,2,2,7,47,2,94,7
3628,1987,3,15038,1,0,93,4,8,11,19,12,26,2,2,1,2,9,38,2,80,7
10175,1958,1,32173,0,1,0,18,0,2,0,0,2,1,1,0,3,4,67,2,22,5
5263,1977,2,31056,1,0,99,5,10,13,3,8,16,1,1,0,3,8,48,3,55,5
10613,1958,4,37334,1,1,44,26,1,16,2,2,15,4,3,0,4,4,67,4,62,11
67,1972,3,46423,1,1,6,68,0,16,0,0,8,3,2,0,4,7,53,3,92,9
6019,1971,2,37126,1,0,9,45,3,9,4,4,7,1,1,2,2,6,54,3,72,6
6730,1954,2,38998,1,1,92,34,1,14,0,0,5,3,2,0,3,8,71,4,54,8
6287,1986,4,34728,1,0,2,14,0,16,0,0,6,1,1,1,2,6,39,3,36,5
5985,1965,3,33168,0,1,0,80,1,37,0,1,3,3,2,1,4,7,60,2,122,10
4754,1966,2,33585,0,1,91,30,11,33,13,6,29,1,2,0,4,4,59,3,122,7
9725,1966,4,28764,1,1,16,8,0,3,0,0,1,1,1,0,2,8,59,4,12,4
5740,1970,1,25959,1,1,1,4,2,12,7,5,26,2,1,2,2,6,55,3,56,7
5731,1983,2,27100,1,0,64,12,0,13,2,0,10,1,1,0,3,7,42,3,37,5
2055,1973,1,35860,1,1,37,15,0,8,4,2,20,2,1,1,2,5,52,3,49,6
4415,1961,2,16860,1,1,19,10,4,4,3,3,14,3,1,1,3,7,64,4,38,8
4817,1956,1,22304,0,0,91,3,2,7,0,4,2,1,1,0,2,8,69,1,18,4
10536,1971,4,32892,1,0,78,26,0,15,2,1,2,2,3,0,3,8,54,3,46,8
9197,1953,2,39722,0,1,92,32,0,5,2,0,8,2,2,0,3,5,72,3,47,7
577,1976,4,26907,1,1,10,9,1,7,0,3,2,2,1,0,3,7,49,4,22,6
3081,1978,2,41014,1,0,65,7,2,6,2,0,3,1,1,0,2,7,47,3,20,4
9523,1982,4,40479,1,0,95,5,0,8,2,0,0,1,0,0,3,4,43,3,15,4
10914,1970,3,24163,1,1,3,4,1,7,2,1,2,2,1,0,3,4,55,3,17,6
5577,1983,4,43776,1,0,77,8,0,9,2,1,3,1,1,0,2,6,42,3,23,4
1833,1974,3,39190,1,0,91,68,8,18,19,8,12,2,2,1,4,5,51,2,133,9
9080,1972,3,38578,1,1,2,38,4,22,3,3,3,3,3,0,3,8,53,3,73,9
6466,1965,2,57236,1,1,22,105,0,9,2,1,4,3,2,1,4,3,60,4,121,10
1109,1982,4,27590,1,0,38,6,0,5,0,0,1,1,1,0,2,7,43,3,12,4
4444,1972,2,30023,1,0,28,11,0,16,7,6,21,1,2,0,3,8,53,3,61,6
6271,1952,2,50870,0,1,13,53,0,8,0,0,2,1,2,0,3,5,73,3,63,6
10065,1970,2,15315,0,0,27,7,4,13,15,8,17,2,2,0,4,5,55,2,64,8
10022,1973,3,54466,1,1,78,12,0,4,0,0,0,1,1,0,2,5,52,3,16,4
11010,1984,3,16269,1,0,75,19,3,18,3,1,0,3,3,0,3,8,41,2,44,9
3885,1983,2,33569,1,0,10,16,2,18,3,0,24,1,1,1,2,8,42,3,63,5
880,1966,4,22634,0,0,47,2,23,11,8,6,46,1,2,1,2,8,59,2,96,6
4713,1979,2,31605,1,0,15,74,0,42,2,1,6,2,2,1,4,7,46,3,125,9
5025,1979,3,48526,1,0,32,23,17,23,43,20,9,1,2,1,4,3,46,2,135,8
8977,1985,3,16581,0,0,51,1,3,4,2,3,11,1,0,0,3,4,40,1,24,4
606,1967,3,25930,1,1,87,6,1,2,2,0,4,1,1,0,2,7,58,3,15,4
5961,1978,2,42693,1,0,29,8,4,20,6,3,16,1,1,0,3,5,47,3,57,5
10542,1968,2,36778,1,1,63,29,4,34,2,4,4,3,3,0,3,9,57,4,77,9
10617,1989,1,10979,0,0,34,8,4,10,2,2,4,2,3,0,3,5,36,1,30,8
523,1989,2,37155,1,0,51,23,0,26,7,15,3,1,2,0,4,5,36,3,74,7
4066,1978,1,21282,1,0,76,1,5,8,4,8,20,2,2,1,2,6,47,2,46,7
8414,1962,3,33419,0,1,76,56,0,12,0,0,18,2,2,0,4,7,63,2,86,8
4961,1974,4,21255,1,0,56,29,0,25,2,2,3,4,2,1,4,4,51,3,61,11
749,1981,4,42162,1,0,31,46,7,59,2,4,27,2,3,1,3,6,44,3,145,9
10525,1986,3,26576,1,0,40,10,0,8,0,0,9,1,1,0,2,9,39,2,27,4
10710,1979,2,7500,0,1,61,5,2,3,3,0,5,1,1,0,2,8,46,3,18,4
213,1963,3,23091,1,1,98,35,0,11,0,0,2,4,2,1,3,7,62,3,48,10
5922,1974,2,40344,0,1,48,210,0,6,0,0,2,2,4,1,5,7,51,3,218,12
6116,1968,2,48985,0,1,13,19,13,18,10,7,8,1,1,1,3,3,57,3,75,6
193,1996,2,14421,0,0,81,0,0,2,3,3,8,1,1,0,2,5,29,2,16,4
3363,1974,2,20130,0,0,99,0,6,3,7,6,12,1,1,0,3,8,51,2,34,5
8686,1979,4,23724,1,0,65,5,23,15,0,18,14,2,2,0,3,8,46,3,75,7
5907,1952,2,33444,1,1,24,8,0,8,0,0,2,1,1,0,2,8,73,4,18,4
2918,1981,1,28510,1,1,72,44,5,19,0,4,19,3,2,0,4,5,44,3,91,9
8387,1957,2,43140,0,1,68,134,8,76,6,0,11,1,4,1,5,6,68,3,235,11
3839,1958,3,15056,1,1,76,6,12,3,21,6,40,5,2,2,3,5,67,3,88,12
9392,1971,3,26954,1,0,17,4,1,11,0,0,1,1,1,0,2,7,54,2,17,4
2292,1985,3,22327,1,0,94,5,4,8,2,0,5,1,1,0,3,5,40,2,24,5
10466,1965,2,44393,1,1,86,24,2,20,2,2,10,2,1,0,4,4,60,4,60,7
4088,1962,4,31497,0,1,22,108,1,28,13,1,4,2,3,1,4,8,63,3,155,10
5231,1974,2,45894,0,2,15,27,2,7,0,2,13,1,1,0,3,5,51,4,51,5
3515,1952,3,62307,0,1,94,87,13,34,10,6,10,1,4,0,4,5,73,2,160,9
2245,1969,2,43641,1,1,50,57,2,51,4,2,23,3,2,1,4,6,56,4,139,10
2246,1965,2,46891,0,1,91,43,12,23,29,15,61,1,2,1,4,4,60,3,183,8
837,1977,2,54809,1,1,0,63,6,57,13,13,22,4,2,1,5,4,48,4,174,12
3602,1958,2,51412,0,1,42,140,3,29,4,5,14,2,3,2,4,4,67,3,195,11
234,1979,1,15287,1,0,60,1,2,8,4,3,13,2,1,1,2,7,46,2,31,6
3068,1990,2,18351,0,0,1,1,12,9,0,14,7,1,2,0,3,7,35,2,43,6
8955,1957,4,40451,0,2,54,35,0,4,0,0,10,1,1,1,2,5,68,4,49,5
945,1965,4,36317,0,1,53,87,3,25,3,2,13,2,3,0,4,7,60,3,133,9
1506,1975,3,42160,1,1,26,48,9,45,3,15,20,4,2,1,4,6,50,3,140,11
8876,1963,4,33629,1,1,49,132,0,16,0,0,4,5,3,1,4,9,62,4,152,13
9739,1963,3,34377,0,1,55,62,0,22,3,1,26,2,2,2,2,7,62,2,114,8
10395,1986,3,8940,1,0,25,1,45,3,4,6,42,3,3,1,3,8,39,2,101,10
1176,1973,2,26228,1,0,50,2,6,4,3,1,9,1,1,0,2,8,52,3,25,4
938,1981,2,40211,1,1,30,51,1,7,2,1,25,2,2,1,2,8,44,4,87,7
2740,1958,5,33438,1,1,81,62,1,16,3,2,6,4,2,1,4,5,67,3,90,11
7736,1986,2,22518,1,0,36,11,7,12,2,2,27,2,2,1,2,5,39,3,61,7
833,1955,2,38452,1,1,62,56,0,14,0,0,2,3,3,0,3,7,70,4,72,9
6230,1971,1,44421,1,1,53,110,5,59,7,1,7,5,5,0,4,8,54,3,189,14
7325,1986,4,38197,1,0,86,23,0,11,2,1,3,1,1,0,3,5,39,3,40,5
1307,1978,1,41986,0,1,15,27,5,8,8,3,12,3,3,0,4,4,47,2,63,10
1502,1983,4,28427,1,0,67,18,3,19,3,3,6,2,2,0,3,8,42,3,52,7
6211,1976,4,37395,1,0,47,18,0,9,0,1,11,1,1,0,3,6,49,3,39,5
4174,1956,4,55249,0,1,81,97,1,19,2,0,11,1,2,1,4,3,69,3,130,8
6918,1989,2,28691,1,0,56,5,4,13,8,0,4,1,1,0,3,8,36,3,34,5
286,1952,3,44213,1,1,48,95,11,35,0,4,7,4,2,1,5,6,73,3,152,12
11086,1984,3,25707,1,0,18,1,6,2,3,6,3,1,1,0,3,7,41,2,21,5
803,1968,4,40521,1,1,82,12,0,5,0,0,4,1,0,1,2,5,57,4,21,4
4298,1973,4,20427,1,0,63,5,0,4,0,0,1,1,1,0,2,8,52,3,10,4
5493,1976,2,39356,1,1,21,15,0,2,0,0,6,1,1,0,2,6,49,4,23,4
5107,1973,1,35860,1,1,37,15,0,8,4,2,20,2,1,1,2,5,52,3,49,6
8147,1960,2,31454,1,1,40,28,0,11,0,0,9,3,2,0,3,8,65,4,48,8
1857,1952,3,47139,1,1,2,46,0,12,0,2,23,2,2,1,2,7,73,3,83,7
11114,1970,4,19656,1,0,94,25,4,9,6,8,32,3,2,1,3,7,55,3,84,9
5429,1948,2,45579,0,1,10,145,1,33,2,1,1,1,4,1,4,6,77,3,183,10
7527,1968,1,23748,1,0,97,6,6,29,12,15,8,3,2,1,3,8,57,2,76,9
2296,1975,2,37368,1,0,4,3,2,11,2,2,10,1,1,0,2,6,50,3,30,4
679,1957,2,37633,1,1,49,13,4,20,0,0,1,2,1,0,3,9,68,4,38,6
5267,1970,1,33986,1,0,43,16,2,18,2,1,5,1,1,0,3,7,55,2,44,5
2516,1969,2,46831,1,1,84,22,2,10,6,4,34,2,1,2,2,4,56,4,78,7
4808,1956,2,15759,0,0,12,1,2,5,6,0,3,1,1,0,2,7,69,2,17,4
5068,1971,3,22804,1,0,75,14,1,7,2,1,1,1,2,0,2,9,54,2,26,5
7628,1973,2,43050,1,0,10,30,5,24,6,3,8,2,2,0,4,5,52,3,76,8
7128,1977,3,42997,1,1,91,4,0,5,0,1,5,1,1,0,2,7,48,3,15,4
2811,1963,3,48918,1,1,21,52,0,9,0,0,1,2,1,0,4,4,62,3,62,7
3551,1954,4,60033,0,1,28,62,1,57,19,11,48,2,2,1,5,2,71,3,198,10
1663,1978,4,34043,1,0,97,20,2,14,3,0,10,1,2,0,2,9,47,3,49,5
10641,1978,3,7500,1,1,5,6,5,4,13,4,25,4,2,1,3,6,47,3,57,10
1878,1985,2,23148,0,0,83,4,6,8,6,3,10,1,2,0,3,7,40,2,37,6
6197,1962,3,27238,1,1,39,37,0,17,0,0,3,3,3,0,3,9,63,3,57,9
4937,1973,2,46094,1,1,62,12,2,20,3,2,5,1,1,0,3,7,52,4,44,5
1920,1972,2,40321,1,1,59,44,4,21,6,0,27,2,3,0,3,7,53,4,102,8
8749,1984,4,37235,1,0,68,20,2,9,4,6,20,1,1,1,2,4,41,3,61,5
6398,1974,2,18393,1,0,2,7,10,13,16,0,4,2,3,0,3,8,51,3,50,8
7937,1982,2,24711,0,0,86,10,7,25,6,3,7,1,3,0,3,7,43,2,58,7
839,1975,2,45503,1,0,54,97,4,44,6,1,18,1,3,1,4,5,50,3,170,9
4832,1979,2,27244,1,0,84,6,5,17,3,24,46,2,2,2,2,7,46,3,101,8
9635,1983,2,35876,0,0,13,66,2,40,4,3,14,1,3,1,3,6,42,2,129,8
2173,1952,5,40049,0,1,23,13,6,7,0,3,3,1,1,0,3,6,73,2,32,5
2253,1990,2,18929,0,0,15,32,0,8,23,4,18,1,1,0,4,6,35,2,85,6
5181,1982,3,24367,1,0,58,2,4,2,0,11,5,1,1,0,2,9,43,2,24,4
979,1975,3,33249,1,0,11,6,10,21,19,14,42,2,2,1,3,6,50,2,112,8
10390,1959,2,26887,0,1,27,6,7,4,3,4,6,1,1,0,3,6,66,3,30,5
8369,1987,4,18227,1,0,21,1,2,7,4,3,11,1,0,1,2,8,38,3,28,4
5232,1965,2,69139,0,1,23,86,12,75,33,15,6,1,4,1,5,4,60,3,227,11
7912,1978,2,38136,1,0,69,8,15,27,0,20,33,2,3,1,2,8,47,3,103,8
7275,1971,3,33316,1,1,34,79,1,31,4,4,12,3,2,1,4,6,54,3,131,10
1384,1992,2,17256,1,0,10,6,4,14,8,8,22,2,2,1,2,8,33,3,62,7
3231,1973,2,37971,1,0,97,5,4,10,2,2,7,1,1,0,3,8,52,3,30,5
4096,1968,1,41335,1,0,24,112,19,21,16,14,5,3,4,1,4,7,57,2,187,12
5948,1975,3,57338,0,1,96,143,6,52,11,8,17,2,4,1,5,5,50,2,237,12
9140,1960,4,50523,1,1,89,51,4,24,4,7,1,2,2,0,4,6,65,4,91,8
10258,1965,3,35791,2,1,94,27,0,5,0,0,3,2,1,0,3,8,60,4,35,6
6770,1985,2,21355,1,0,5,5,13,14,0,5,31,2,2,1,2,6,40,3,68,7
10420,1955,1,46390,0,1,56,95,14,64,2,9,38,1,4,2,3,7,70,2,222,10
7514,1956,4,54342,1,1,74,84,10,34,11,10,28,4,3,1,4,6,69,4,177,12
793,1973,2,20895,1,0,24,18,3,17,3,0,4,1,2,0,3,9,52,3,45,6
8702,1976,4,26907,1,1,10,9,1,7,0,3,2,2,1,0,3,7,49,4,22,6
4791,1980,4,44964,1,1,35,19,1,17,2,0,2,1,1,0,3,8,45,4,41,5
8140,1973,4,22682,1,0,51,10,14,29,4,2,36,3,2,1,4,4,52,3,95,10
10146,1972,4,38887,1,0,17,25,1,13,0,0,3,1,1,0,3,7,53,3,42,5
5289,1975,3,41658,1,1,30,8,4,12,15,4,29,2,1,1,2,4,50,3,72,6
2587,1972,2,29791,1,0,21,14,0,6,0,0,0,2,2,0,3,5,53,3,20,7
8663,1974,1,39996,1,1,85,11,0,3,0,0,1,1,1,0,2,6,51,3,15,4
2589,1972,1,26759,1,0,65,25,3,16,8,5,2,2,2,1,3,6,53,2,59,8
2534,1953,2,37716,0,1,4,97,1,41,6,2,41,2,4,1,3,7,72,3,188,10
10827,1967,2,36947,1,1,49,88,3,21,4,1,29,4,3,0,4,9,58,4,146,11
10010,1953,1,36957,1,1,43,100,2,16,2,1,31,4,3,2,2,9,72,3,152,11
361,1969,2,43142,1,1,84,5,1,7,2,1,4,1,1,0,2,7,56,4,20,4
524,1966,4,22634,0,0,47,2,23,11,8,6,46,1,2,1,2,8,59,2,96,6
4098,1973,2,24639,1,1,3,20,3,16,0,4,1,3,2,0,4,6,52,4,44,9
5229,1969,4,54132,0,1,81,30,1,8,0,0,3,1,1,0,3,7,56,3,42,5
4086,1959,2,18690,0,0,77,6,1,7,23,4,19,1,1,1,2,8,66,2,60,5
2428,1970,2,28164,1,0,23,3,18,26,11,8,12,3,2,0,4,7,55,3,78,9
8254,1974,2,34596,1,0,48,14,0,2,0,0,7,1,1,0,2,8,51,3,23,4
2836,1972,2,43269,1,0,61,10,1,7,0,0,1,1,1,0,2,8,53,3,19,4
8418,1958,3,38741,1,1,60,7,10,17,8,6,13,2,2,0,3,7,67,3,61,7
7152,1983,2,27100,1,0,64,12,0,13,2,0,10,1,1,0,3,7,42,3,37,5
10033,1973,1,31163,1,0,54,2,3,10,11,2,10,1,1,0,3,6,52,2,38,5
274,1973,3,34853,1,1,75,9,3,15,2,3,2,2,2,0,3,6,52,3,34,7
922,1979,2,31086,1,1,79,16,2,11,3,0,16,2,1,1,2,8,46,4,48,6
2518,1986,4,20491,0,0,16,5,4,5,4,2,10,1,0,1,2,7,39,2,30,4
3220,1983,2,39922,1,0,30,29,12,59,19,1,36,2,3,0,4,8,42,3,156,9
5967,1952,4,33402,1,1,60,26,2,19,10,5,8,3,2,1,3,8,73,4,70,9
1183,1949,2,36408,1,1,11,9,1,4,3,2,3,1,1,0,2,6,76,4,22,4
6856,1979,4,21645,1,0,75,14,0,23,4,5,19,3,3,0,3,9,46,3,65,9
5788,1972,4,46053,1,0,46,56,10,92,19,7,25,3,3,2,4,5,53,3,209,12
5975,1967,3,40304,1,0,82,37,0,17,0,0,3,1,2,0,3,7,58,2,57,6
4042,1971,1,43300,0,1,87,91,3,52,2,1,31,3,4,0,4,8,54,2,180,11
2157,1972,4,26290,1,1,49,15,8,16,11,5,22,4,2,0,4,6,53,4,77,10
2945,1955,4,46015,1,1,25,38,0,2,0,0,6,1,1,0,3,7,70,4,46,5
10403,1978,4,16531,1,0,43,2,13,6,7,5,11,3,3,0,3,7,47,3,44,9
5074,1986,2,28072,1,0,10,30,0,10,2,0,5,1,1,0,3,7,39,3,47,5
7196,1950,2,41145,1,1,20,9,0,3,0,0,1,1,0,0,3,3,75,4,13,4
9672,1970,2,23162,1,1,82,8,3,9,19,4,22,3,1,1,3,6,55,4,65,8
4864,1977,2,34380,1,0,68,72,7,58,13,1,24,4,4,1,3,8,48,3,175,12
4706,1966,3,34704,0,1,65,29,0,5,0,1,5,1,1,0,3,5,59,2,40,5
3697,1954,4,39898,0,1,20,69,8,26,12,7,12,2,3,0,4,7,71,3,134,9
4220,1970,2,59892,0,1,26,73,0,13,0,1,0,1,2,1,3,3,55,3,87,7
5286,1987,3,41020,0,0,68,112,1,54,7,7,36,1,3,2,4,3,38,1,217,10
3102,1981,4,19414,1,0,32,2,3,12,3,5,7,1,1,0,3,8,44,3,32,5
5868,1980,2,19107,1,0,49,2,4,9,10,5,16,2,1,0,3,7,45,3,46,6
2005,1990,2,35765,1,0,86,22,3,30,0,5,15,2,2,0,4,6,35,3,75,8
6885,1977,1,32952,1,0,36,38,0,12,3,1,1,1,2,0,3,7,48,2,55,6
5751,1973,1,31163,1,0,54,2,3,10,11,2,10,1,1,0,3,6,52,2,38,5
9,1975,3,46098,1,1,86,57,0,27,0,0,36,4,3,2,2,8,50,3,120,11
3865,1977,4,20981,0,0,14,2,12,10,6,13,30,1,3,1,2,8,48,2,73,7
